File Name,Start Time,End Time,Common Name,Scientific Name,Confidence
Pseudacris_regilla_80933370_239802.wav,0.0,30.0,Pacific Chorus Frog,Hyliola regilla,0.9964848637580872
Pseudacris_regilla_80933370_239802.wav,30.0,42.0,Pacific Chorus Frog,Hyliola regilla,0.9975984841585159
