File Name,Start Time,End Time,Common Name,Scientific Name,Confidence
Pseudacris_regilla_80933370_239802.wav,0.0,30.0,Pacific Tree Frog,Pseudacris regilla,0.9934642374515533
Pseudacris_regilla_80933370_239802.wav,30.0,42.0,Pacific Tree Frog,Pseudacris regilla,0.9999376237392426
